AudioMothCode,AudioMothID,SourceFile,Directory,FileName,FileSize,Encoding,NumChannels,SampleRate,AvgBytesPerSec,BitsPerSample,StartDateTime,Duration,Error,Comment,Artist,FileCreateDate,FileType,FileTypeExtension,MIMEType,count
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190624_005000.WAV,GRABADOR-SDZG-AM-1,20190624_005000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,24.06.2019 00:50,60.00046875,,Recorded at 00:50:00 24/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.2V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:46:36-08:00,WAV,WAV,audio/x-wav,1
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190625_010000.WAV,GRABADOR-SDZG-AM-1,20190625_010000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,25.06.2019 01:00,60.00046875,,Recorded at 01:00:00 25/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:51:10-08:00,WAV,WAV,audio/x-wav,1
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190623_022000.WAV,GRABADOR-SDZG-AM-1,20190623_022000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,23.06.2019 02:20,60.00046875,,Recorded at 02:20:00 23/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.2V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:42:20-08:00,WAV,WAV,audio/x-wav,1
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190623_032000.WAV,GRABADOR-SDZG-AM-1,20190623_032000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,23.06.2019 03:20,60.00046875,,Recorded at 03:20:00 23/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.2V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:42:31-08:00,WAV,WAV,audio/x-wav,1
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190628_042000.WAV,GRABADOR-SDZG-AM-1,20190628_042000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 04:20,60.00046875,,Recorded at 04:20:00 28/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:05:22-08:00,WAV,WAV,audio/x-wav,1
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190629_052000.WAV,GRABADOR-SDZG-AM-1,20190629_052000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,29.06.2019 05:20,60.00046875,,Recorded at 05:20:00 29/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:10:06-08:00,WAV,WAV,audio/x-wav,1
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190624_063000.WAV,GRABADOR-SDZG-AM-1,20190624_063000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,24.06.2019 06:30,60.00046875,,Recorded at 06:30:00 24/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:47:39-08:00,WAV,WAV,audio/x-wav,1
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190703_071000.WAV,GRABADOR-SDZG-AM-1,20190703_071000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,03.07.2019 07:10,60.00046875,,Recorded at 07:10:00 03/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.8V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:28:35-08:00,WAV,WAV,audio/x-wav,1
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190703_083000.WAV,GRABADOR-SDZG-AM-1,20190703_083000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,03.07.2019 08:30,60.00046875,,Recorded at 08:30:00 03/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.8V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:28:50-08:00,WAV,WAV,audio/x-wav,1
AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190626_090000.WAV,GRABADOR-SDZG-AM-1,20190626_090000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 09:00,60.00046875,,Recorded at 09:00:00 26/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:57:13-08:00,WAV,WAV,audio/x-wav,1
